100
100,43
100,86
101,28
101,71
102,14
102,57
103
103,42
103,85
104,28
104,71
105,14
105,56
105,99
106,42
106,85
107,28
107,7
108,13
108,56
108,99
109,42
109,84
110,27
110,7
111,13
111,56
111,98
112,41
112,84
113,27
113,7
114,12
114,55
114,98
115,41
115,84
116,26
116,69
117,12
117,55
117,98
118,4
118,83
119,26
119,69
120,12
120,54
120,97
121,4
121,83
122,26
122,68
123,11
123,54
123,97
124,4
124,82
125,25
125,68
126,11
126,54
126,96
127,39
127,82
128,25
128,68
129,1
129,53
129,96
130,39
130,82
131,24
131,67
132,1
132,53
132,96
133,38
133,81
134,24
134,67
135,1
135,52
135,95
136,38
136,81
137,24
137,66
138,09
138,52
138,95
139,38
139,8
140,23
140,66
141,09
141,52
141,94
142,37
142,8
143,23
143,66
144,08
144,51
144,94
145,37
145,8
146,22
146,65
147,08
147,51
147,94
148,36
148,79
149,22
149,65
150,08
150,5
150,93
151,36
151,79
152,22
152,64
153,07
153,5
153,93
154,36
154,78
155,21
155,64
156,07
156,5
156,92
157,35
157,78
158,21
158,64
159,06
159,49
159,92
160,35
160,78
161,2
161,63
162,06
162,49
162,92
163,34
163,77
164,2
164,63
165,06
165,48
165,91
166,34
166,77
167,2
167,62
168,05
168,48
168,91
169,34
169,76
170,19
170,62
171,05
171,48
171,9
172,33
172,76
173,19
173,62
174,04
174,47
174,9
175,33
175,76
176,18
176,61
177,04
177,47
177,9
178,32
178,75
179,18
179,61
180,04
180,46
180,89
181,32
181,75
182,18
182,6
183,03
183,46
183,89
184,32
184,74
185,17
185,6









