100
100,426
100,852
101,278
101,704
102,13
102,556
102,982
103,408
103,834
104,26
104,686
105,112
105,538
105,964
106,39
106,816
107,242
107,668
108,094
108,52
108,946
109,372
109,798
110,224
110,65
111,076
111,502
111,928
112,354
112,78
113,206
113,632
114,058
114,484
114,91
115,336
115,762
116,188
116,614
117,04
117,466
117,892
118,318
118,744
119,17
119,596
120,022
120,448
120,874
121,3
121,726
122,152
122,578
123,004
123,43
123,856
124,282
124,708
125,134
125,56
125,986
126,412
126,838
127,264
127,69
128,116
128,542
128,968
129,394
129,82
130,246
130,672
131,098
131,524
131,95
132,376
132,802
133,228
133,654
134,08
134,506
134,932
135,358
135,784
136,21
136,636
137,062
137,488
137,914
138,34
138,766
139,192
139,618
140,044
140,47
140,896
141,322
141,748
142,174
142,6
143,026
143,452
143,878
144,304
144,73
145,156
145,582
146,008
146,434
146,86
147,286
147,712
148,138
148,564
148,99
149,416
149,842
150,268
150,694
151,12
151,546
151,972
152,398
152,824
153,25
153,676
154,102
154,528
154,954
155,38
155,806
156,232
156,658
157,084
157,51
157,936
158,362
158,788
159,214
159,64
160,066
160,492
160,918
161,344
161,77
162,196
162,622
163,048
163,474
163,9
164,326
164,752
165,178
165,604
166,03
166,456
166,882
167,308
167,734
168,16
168,586
169,012
169,438
169,864
170,29
170,716
171,142
171,568
171,994
172,42
172,846
173,272
173,698
174,124
174,55
174,976
175,402
175,828
176,254
176,68
177,106
177,532
177,958
178,384
178,81
179,236
179,662
180,088
180,514
180,94
181,366
181,792
182,218
182,644
183,07
183,496
183,922
184,348
184,774
185,2









