100
233,18
233,54
233,89
234,25
234,6
234,96
235,31
235,67
236,02
236,38
236,73
237,09
237,44
237,8
238,15
238,5
238,86
239,21
239,56
239,92
240,27
240,62
240,98
241,33
241,68
242,04
242,39
242,74
243,09
243,44
243,8
244,15
244,5
244,85
245,2
245,56
245,91
246,26
246,61
246,96
247,31
247,66
248,01
248,36
248,71
249,06
249,41
249,76
250,11
250,46
250,81
251,16
251,51
251,86
252,21
252,56
252,91
253,26
253,61
253,96
254,31
254,65
255
255,35
255,7
256,05
256,39
256,74
257,09
257,44
257,78
258,13
258,48
258,83
259,17
259,52
259,87
260,21
260,56
260,91
261,25
261,6
261,94
262,29
262,64
262,98
263,33
263,67
264,02
264,36
264,71
265,05
265,4
265,74
266,09
266,43
266,78
267,12
267,47
267,81
268,15
268,5
268,84
269,18
269,53
269,87
270,21
270,56
270,9
271,24
271,59
271,93
272,27
272,61
272,96
273,3
273,64
273,98
274,32
274,67
275,01
275,35
275,69
276,03
276,37
276,71
277,05
277,4
277,74
278,08
278,42
278,76
279,1
279,44
279,78
280,12
280,46
280,8
281,14
281,48
281,81
282,15
282,49
282,83
283,17
283,51
283,85
284,19
284,52
284,86
285,2
285,54
285,88
286,21
286,55
286,89
287,23
287,56
287,9
288,24
288,57
288,91
289,25
289,58
289,92
290,26
290,59
290,93
291,27
291,6
291,94
292,27
292,61
292,94
293,28
293,61
293,95
294,28
294,62
294,95
295,29
295,62
295,96
296,29
296,63
296,96
297,29
297,63
297,96
298,29
298,63
298,96
299,29
299,63
299,96
300,29
300,63
300,96
301,29
301,62
301,96
302,29
302,62
302,95
303,28
303,62
303,95
304,28
304,61
304,94
305,27
305,6
305,93
306,26
306,59
306,93
307,26
307,59
307,92
308,25
308,58
308,91
309,24
309,56
309,89
310,22
310,55
310,88
311,21
311,54
311,87
312,2
312,53
312,85
313,18
313,51
313,84
314,17
314,49
314,82
315,15
315,48
315,8
316,13
316,46
316,79
317,11
317,44
317,77
318,09
318,42
318,74
319,07
319,4
319,72
320,05
320,37
320,7
321,03
321,35
321,68
322
322,33
322,65
322,98
323,3
323,63
323,95
324,27
324,6
324,92
325,25
325,57
325,89
326,22
326,54
326,86
327,19
327,51
327,83
328,16
328,48
328,8
329,12
329,45
329,77
330,09
330,41
330,74
331,06
331,38
331,7
332,02
332,34
332,66
332,99
333,31
333,63
333,95
334,27
334,59
334,91
335,23
335,55
335,87
336,19
336,51
336,83
337,15
337,47
337,79
338,11
338,43
338,75
339,07
339,38
339,7
340,02
340,34
340,66
340,98
341,29
341,61
341,93
342,25
342,57
342,88
343,2
343,52
343,84
344,15
344,47
344,79
345,1
345,42
345,74
346,05
346,37
346,68
347
347,32
347,63
347,95
348,26
348,58
348,89
349,21
349,52
349,84
350,15
350,47
350,78
351,1
351,41
351,73
352,04
352,35
352,67
352,98
353,3
353,61
353,92
354,24
354,55
354,86
355,18
355,49
355,8
356,11
356,43
356,74
357,05
357,36
357,67
357,99
358,3
358,61
358,92
359,23
359,54
359,86
360,17
360,48
360,79
361,1
361,41
361,72
362,03
362,34
362,65
362,96
363,27
363,58
363,89
364,2
364,51
364,82
365,13
365,44
365,75
366,06
366,36
366,67
366,98
367,29
367,6
367,91
368,21
368,52
368,83
369,14
369,45
369,75
370,06
370,37
370,67
370,98
371,29
371,6
371,9
372,21
372,51
372,82
373,13
373,43
373,74
374,05
374,35
374,66
374,96
375,27
375,57
375,88
376,18
376,49
376,79
377,1
377,4
377,71
378,01
378,31
378,62
378,92
379,23
379,53
379,83
380,14
380,44
380,74
381,05
381,35
381,65
381,96
382,26
382,56
382,86
383,17
383,47
383,77
384,07
384,37
384,68
384,98
385,28
385,58
385,88
386,18
386,48
386,79
387,09
387,39
387,69
387,99
388,29
388,59
388,89
389,19
389,49
389,79
390,09
390,39
390,69
390,99
391,29
391,58
391,88
392,18
392,48
392,78
393,08
393,38
393,67
393,97
394,27
394,57
394,87
395,16









