100
100,55
101,1
101,65
102,21
102,77
103,32
103,88
104,44
105
105,56
106,13
106,69
107,26
107,83
108,4
108,97
109,54
110,11
110,69
111,26
111,84
112,42
113
113,58
114,16
114,75
115,33
115,92
116,51
117,1
117,69
118,28
118,87
119,47
120,06
120,66
121,26
121,86
122,46
123,07
123,67
124,28
124,88
125,49
126,1
126,71
127,32
127,94
128,55
129,17
129,79
130,41
131,03
131,65
132,27
132,9
133,52
134,15
134,78
135,41
136,04
136,67
137,31
137,94
138,58
139,22
139,86
140,5
141,14
141,78
142,43
143,08
143,72
144,37
145,02
145,67
146,33
146,98
147,64
148,29
148,95
149,61
150,27
150,94
151,6
152,26
152,93
153,6
154,27
154,94
155,61
156,28
156,96
157,63
158,31
158,99
159,67
160,35
161,03
161,72
162,41
163,11
163,81
164,51
165,21
165,91
166,62
167,33
168,03
168,74
169,46
170,17
170,89
171,6
172,32
173,05
173,77
174,49
175,22
175,95
176,68
177,41
178,15
178,88
179,62
180,36
181,1
181,84
182,59
183,34
184,08
184,84
185,59
186,34
187,1
187,86
188,62
189,38
190,14
190,91
191,68
192,45
193,22
193,99
194,77
195,55
196,33
197,11
197,89
198,68
199,47
200,26
201,05
201,84
202,64
203,44
204,24
205,04
205,84
206,65
207,46
208,27
209,08
209,89
210,71
211,53
212,35
213,17
214
214,82
215,65
216,48
217,31
218,15
218,99
219,83
220,67
221,51
222,36
223,21









