100
99,6
99,21
98,81
98,41
98,01
97,62
97,22
96,82
96,42
96,03
95,63
95,23
94,83
94,43
94,03
93,63
93,24
92,84
92,44
92,04
91,64
91,24
90,84
90,44
90,04
89,64
89,24
88,84
88,44
88,04
87,64
87,24
86,84
86,44
86,03
85,63
85,23
84,83
84,43
84,03
83,62
83,22
82,82
82,42
82,02
81,61
81,21
80,81
80,4
80
79,6
79,19
78,79
78,39
77,98
77,58
77,17
76,77
76,37
75,96
75,56
75,15
75,75
74,34
73,94
73,53
73,12
72,72
72,31
71,91
71,5
71,09
70,69
70,28
69,87
69,46
69,06
68,65
68,24
67,83
67,43
67,02
66,61
66,2
65,79
65,38
64,97
64,56
64,16
63,75
63,34
62,93
62,52
62,11
61,69
61,28
60,87
60,46
60,05
59,64
59,23
58,82
58,4
57,99
57,58
57,17
56,75
56,34
55,93
55,51
55,1
54,69
54,27
53,86
53,44
53,03
52,61
52,2
51,78
51,37
50,95
50,53
50,12
49,7
49,28
48,87
48,45
48,03
47,62
47,2
46,78
46,36
45,94
45,52
45,1
44,68
44,26
43,84
43,42
43
42,58
42,16
41,74
41,32
40,9
40,48
40,05
39,63
39,21
38,79
38,36
37,94
37,51
37,09
36,67
36,24
35,82
35,39
34,97
34,54
34,11
33,69
33,26
32,83
32,41
31,98
31,55
31,12
30,69
30,26
29,84
29,41
28,98
28,55
28,12
27,68
27,25
26,82
26,39
25,96
25,53
25,09
24,66
24,23
23,79
23,36
22,92
22,49
22,05
21,62
21,18
20,75
20,31
19,87
19,44
19
18,56
18,12
17,68
17,24









